Entity: Nigeria
Year: 2000 | Value: 5.01593475931152
Year: 2001 | Value: 5.91768464920371
Year: 2002 | Value: 15.3291557409559
Year: 2003 | Value: 7.34719496799492
Year: 2004 | Value: 9.2505582291798
Year: 2005 | Value: 6.43851652538348
Year: 2006 | Value: 6.05942803202906
Year: 2007 | Value: 6.59113036068679
Year: 2008 | Value: 6.76447277780228
Year: 2009 | Value: 8.03692510099023
Year: 2010 | Value: 8.00565591628701
Year: 2011 | Value: 5.30792420289453
Year: 2012 | Value: 4.23006117493223
Year: 2013 | Value: 6.67133539306167
Year: 2014 | Value: 6.30971865525431
Year: 2015 | Value: 2.65269329543001
Year: 2016 | Value: -1.61686894906509
Year: 2017 | Value: 0.805886619102438
Year: 2018 | Value: 1.92275734200614
Year: 2019 | Value: 2.20842927714892
Year: 2020 | Value: -6.36889840510109
Year: 2021 | Value: 1.10925253938163
Year: 2022 | Value: 4.31882949523192
